plate,well,runtime,measure,sample,sample.2,run,measures_pp
S2L2,A05,21720,0.416,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.33199999999999996
S2L2,A05,38959,1.112,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1.028
S2L2,A05,39930,1.116,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1.032
S2L2,A05,40902,1.11,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1.026
S2L2,A05,41873,1.101,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1.017
S2L2,A05,42843,1.098,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1.014
S2L2,A05,43814,1.093,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1.009
S2L2,A05,44785,1.089,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1.005
S2L2,A05,45757,1.094,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1.01
S2L2,A05,46740,1.086,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1.002
S2L2,A05,47719,1.083,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.999
S2L2,A05,48691,1.084,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1
S2L2,A05,49671,1.084,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1
S2L2,A05,50652,1.082,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9980000000000001
S2L2,A05,51635,1.084,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1
S2L2,A06,0,0.086,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S2L2,A06,935,0.088,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S2L2,A06,1876,0.089,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0030000000000000027
S2L2,A06,2808,0.09,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0040000000000000036
S2L2,A06,3749,0.093,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.007000000000000006
S2L2,A06,4689,0.096,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010000000000000009
S2L2,A06,5630,0.1,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.014000000000000012
S2L2,A06,6571,0.104,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.018000000000000002
S2L2,A06,7514,0.108,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.022000000000000006
S2L2,A06,8455,0.111,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.02500000000000001
S2L2,A06,9396,0.117,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.031000000000000014
S2L2,A06,10337,0.122,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.036000000000000004
S2L2,A06,11278,0.128,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.04200000000000001
S2L2,A06,12219,0.135,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.049000000000000016
S2L2,A06,16954,0.164,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.07800000000000001
S2L2,A06,17906,0.171,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.08500000000000002
S2L2,A06,18857,0.179,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.093
S2L2,A06,19812,0.185,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.099
S2L2,A06,20769,0.194,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.10800000000000001
S2L2,A06,21720,0.204,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.118
S2L2,A06,38959,0.474,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.388
S2L2,A06,39930,0.504,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.41800000000000004
S2L2,A06,40902,0.51,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.42400000000000004
S2L2,A06,41873,0.526,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.44000000000000006
S2L2,A06,42843,0.545,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.4590000000000001
S2L2,A06,43814,0.557,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.4710000000000001
S2L2,A06,44785,0.597,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.511
S2L2,A06,45757,0.577,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.491
S2L2,A06,46740,0.622,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.536
S2L2,A06,47719,0.596,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.51
S2L2,A06,48691,0.636,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.55
S2L2,A06,49671,0.626,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.54
S2L2,A06,50652,0.664,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.5780000000000001
S2L2,A06,51635,0.661,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.5750000000000001
S2L2,A07,0,0.086,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0
S2L2,A07,935,0.087,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S2L2,A07,1876,0.088,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S2L2,A07,2808,0.09,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.0040000000000000036
S2L2,A07,3749,0.094,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S2L2,A07,4689,0.096,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.010000000000000009
S2L2,A07,5630,0.1,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.014000000000000012
S2L2,A07,6571,0.104,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.018000000000000002
S2L2,A07,7514,0.108,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.022000000000000006
S2L2,A07,8455,0.113,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.02700000000000001
S2L2,A07,9396,0.118,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.032
S2L2,A07,10337,0.125,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.03900000000000001
S2L2,A07,11278,0.132,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.04600000000000001
S2L2,A07,12219,0.141,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.05499999999999999
S2L2,A07,16954,0.198,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.11200000000000002
S2L2,A07,17906,0.213,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.127
S2L2,A07,18857,0.24,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.154
S2L2,A07,19812,0.253,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.167
S2L2,A07,20769,0.295,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.209
S2L2,A07,21720,0.37,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.28400000000000003
S2L2,A07,38959,1.045,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.959
S2L2,A07,39930,1.043,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.957
S2L2,A07,40902,1.042,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.9560000000000001
S2L2,A07,41873,1.041,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.955
S2L2,A07,42843,1.042,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.9560000000000001
S2L2,A07,43814,1.046,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.9600000000000001
S2L2,A07,44785,1.047,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.961
S2L2,A07,45757,1.053,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.967
S2L2,A07,46740,1.049,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.963
S2L2,A07,47719,1.052,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.9660000000000001
S2L2,A07,48691,1.054,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.9680000000000001
S2L2,A07,49671,1.057,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.971
S2L2,A07,50652,1.059,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.973
S2L2,A07,51635,1.06,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.9740000000000001
S2L2,A08,0,0.085,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S2L2,A08,935,0.087,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.001999999999999988
S2L2,A08,1876,0.089,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.00399999999999999
S2L2,A08,2808,0.091,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0059999999999999915
S2L2,A08,3749,0.095,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S2L2,A08,4689,0.099,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.013999999999999999
S2L2,A08,5630,0.104,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.01899999999999999
S2L2,A08,6571,0.111,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.025999999999999995
S2L2,A08,7514,0.119,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.03399999999999999
S2L2,A08,8455,0.128,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.043
S2L2,A08,9396,0.139,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.054000000000000006
S2L2,A08,10337,0.151,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.06599999999999999
S2L2,A08,11278,0.163,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.078
S2L2,A08,12219,0.176,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.09099999999999998
S2L2,A08,16954,0.242,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.15699999999999997
S2L2,A08,17906,0.258,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.173
S2L2,A08,18857,0.27,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.185
S2L2,A08,19812,0.287,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.20199999999999996
S2L2,A08,20769,0.305,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.21999999999999997
S2L2,A08,21720,0.322,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.237
S2L2,A08,38959,0.866,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.781
S2L2,A08,39930,0.906,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.8210000000000001
S2L2,A08,40902,0.955,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.87
S2L2,A08,41873,0.981,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.896
S2L2,A08,42843,1.007,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9219999999999999
S2L2,A08,43814,1.014,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.929
S2L2,A08,44785,1.011,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9259999999999999
S2L2,A08,45757,1.011,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9259999999999999
S2L2,A08,46740,1.003,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9179999999999999
S2L2,A08,47719,1.003,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9179999999999999
S2L2,A08,48691,0.999,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.914
S2L2,A08,49671,0.998,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.913
S2L2,A08,50652,0.998,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.913
S2L2,A08,51635,0.997,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.912
S2L2,A09,0,0.088,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0
S2L2,A09,935,0.088,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0
S2L2,A09,1876,0.09,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S2L2,A09,2808,0.093,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.0050000000000000044
S2L2,A09,3749,0.097,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.009000000000000008
S2L2,A09,4689,0.102,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.013999999999999999
S2L2,A09,5630,0.109,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.021000000000000005
S2L2,A09,6571,0.115,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.02700000000000001
S2L2,A09,7514,0.122,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.034
S2L2,A09,8455,0.13,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.04200000000000001
S2L2,A09,9396,0.141,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.05299999999999999
S2L2,A09,10337,0.151,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.063
S2L2,A09,11278,0.16,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.07200000000000001
S2L2,A09,12219,0.17,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.08200000000000002
S2L2,A09,16954,0.215,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.127
S2L2,A09,17906,0.223,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.135
S2L2,A09,18857,0.229,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.14100000000000001
S2L2,A09,19812,0.236,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.148
S2L2,A09,20769,0.243,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.155
S2L2,A09,21720,0.249,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.161
S2L2,A09,38959,0.325,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.23700000000000002
S2L2,A09,39930,0.327,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.23900000000000002
S2L2,A09,40902,0.329,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24100000000000002
S2L2,A09,41873,0.331,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24300000000000002
S2L2,A09,42843,0.332,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24400000000000002
S2L2,A09,43814,0.334,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24600000000000002
S2L2,A09,44785,0.336,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24800000000000003
S2L2,A09,45757,0.337,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24900000000000003
S2L2,A09,46740,0.338,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.25
S2L2,A09,47719,0.341,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.253
S2L2,A09,48691,0.342,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.254
S2L2,A09,49671,0.343,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.255
S2L2,A09,50652,0.344,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.256
S2L2,A09,51635,0.345,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.257
S2L2,A10,0,0.084,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S2L2,A10,935,0.085,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S2L2,A10,1876,0.088,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.00399999999999999
S2L2,A10,2808,0.092,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.007999999999999993
S2L2,A10,3749,0.099,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.015
S2L2,A10,4689,0.114,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.03
S2L2,A10,5630,0.13,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.046
S2L2,A10,6571,0.148,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.06399999999999999
S2L2,A10,7514,0.167,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.083
S2L2,A10,8455,0.188,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.104
S2L2,A10,9396,0.212,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.128
S2L2,A10,10337,0.236,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.15199999999999997
S2L2,A10,11278,0.258,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.174
S2L2,A10,12219,0.28,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.196
S2L2,A10,16954,0.38,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.296
S2L2,A10,17906,0.4,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.316
S2L2,A10,18857,0.427,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.34299999999999997
S2L2,A10,19812,0.45,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.366
S2L2,A10,20769,0.492,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.408
S2L2,A10,21720,0.528,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.444
S2L2,A10,38959,0.925,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.8410000000000001
S2L2,A10,39930,0.951,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.867
S2L2,A10,40902,0.969,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.885
S2L2,A10,41873,0.995,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.911
S2L2,A10,42843,1.017,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9329999999999999
S2L2,A10,43814,1.038,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9540000000000001
S2L2,A10,44785,1.064,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9800000000000001
S2L2,A10,45757,1.095,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,1.011
S2L2,A10,46740,1.109,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,1.025
S2L2,A10,47719,1.134,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,1.0499999999999998
S2L2,A10,48691,1.151,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,1.067
S2L2,A10,49671,1.173,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,1.089
S2L2,A10,50652,1.195,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,1.111
S2L2,A10,51635,1.223,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,1.139
S2L2,A11,0,0.083,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S2L2,A11,935,0.085,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S2L2,A11,1876,0.087,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.00399999999999999
S2L2,A11,2808,0.089,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0059999999999999915
S2L2,A11,3749,0.095,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.011999999999999997
S2L2,A11,4689,0.104,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.02099999999999999
S2L2,A11,5630,0.116,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.033
S2L2,A11,6571,0.131,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.048
S2L2,A11,7514,0.145,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.061999999999999986
S2L2,A11,8455,0.161,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.078
S2L2,A11,9396,0.177,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.09399999999999999
S2L2,A11,10337,0.192,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.109
S2L2,A11,11278,0.207,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.12399999999999999
S2L2,A11,12219,0.222,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.139
S2L2,A11,16954,0.293,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.20999999999999996
S2L2,A11,17906,0.311,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.22799999999999998
S2L2,A11,18857,0.333,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.25
S2L2,A11,19812,0.356,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.27299999999999996
S2L2,A11,20769,0.397,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.314
S2L2,A11,21720,0.424,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.34099999999999997
S2L2,A11,38959,1.085,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1.002
S2L2,A11,39930,1.095,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1.012
S2L2,A11,40902,1.089,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,1.006
S2L2,A11,41873,1.079,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.996
S2L2,A11,42843,1.076,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9930000000000001
S2L2,A11,43814,1.073,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.99
S2L2,A11,44785,1.069,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.986
S2L2,A11,45757,1.07,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9870000000000001
S2L2,A11,46740,1.068,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9850000000000001
S2L2,A11,47719,1.065,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.982
S2L2,A11,48691,1.066,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9830000000000001
S2L2,A11,49671,1.064,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.9810000000000001
S2L2,A11,50652,1.063,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.98
S2L2,A11,51635,1.063,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.98
S2L2,A12,0,0.081,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S2L2,A12,935,0.082,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S2L2,A12,1876,0.084,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0030000000000000027
S2L2,A12,2808,0.087,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0059999999999999915
S2L2,A12,3749,0.09,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008999999999999994
S2L2,A12,4689,0.096,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.015
S2L2,A12,5630,0.103,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.021999999999999992
S2L2,A12,6571,0.111,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.03
S2L2,A12,7514,0.121,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.039999999999999994
S2L2,A12,8455,0.133,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.052000000000000005
S2L2,A12,9396,0.147,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.06599999999999999
S2L2,A12,10337,0.16,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.079
S2L2,A12,11278,0.173,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.09199999999999998
S2L2,A12,12219,0.184,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.103
S2L2,A12,16954,0.249,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.16799999999999998
S2L2,A12,17906,0.263,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.182
S2L2,A12,18857,0.273,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.192
S2L2,A12,19812,0.286,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.20499999999999996
S2L2,A12,20769,0.301,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.21999999999999997
S2L2,A12,21720,0.32,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.239
S2L2,A12,38959,0.679,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.5980000000000001
S2L2,A12,39930,0.7,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.619
S2L2,A12,40902,0.721,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.64
S2L2,A12,41873,0.749,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.668
S2L2,A12,42843,0.773,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.6920000000000001
S2L2,A12,43814,0.798,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.7170000000000001
S2L2,A12,44785,0.827,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.746
