"","compound","plate","AVE_A","AVE_mu","AVE_lambda","AVE_DT","AVE_auc","ave_rel_inhib_off_Plate","ave_rel_inhib","ave_rel_fit","ave_rel_fit_off_plate","ave_rel_fit_to_by"
"299","CCCP","S4L2",1.114,5.07270746424095e-05,46152.2528381608,7.50880546494489,88200.57175,-220.330447238483,-5.26039879280124,0.5794725788548,1.70999587580071,2.3173180651018
"300","Cetylpyridinium chloride","S4L2",1.0765,5.1651453854084e-05,22867.8641169459,3.73825254269193,137527.56475,-28.7679075811109,-11.0811587943861,1.12384705805962,2.36031585500121,34.1713019154126
"301","Chlorpromazine hydrochloride ","S4L2",1.127,4.76261437819468e-05,21005.5188917955,4.13517800605451,140167.35825,-18.7327446441958,-1.83226642366476,1.14648131841443,2.40562129222978,1.19127729691332
"302","Cinnamic acid","S4L2",0.9105,2.95840164266766e-05,37772.0144080616,6.70471652639627,102332.485,-86.8166315497551,49.2944193870845,0.673607833423582,1.98397951213325,1.26300377903974
"303","Compound 48/80*","S4L2",0.256,5.74886270240166e-06,83520.3483565173,42.3875393772589,21294.79575,85.6679925554347,87.9369199550052,0.17562396744791,0.36547178108698,4.71814523422008
"304","Copper(II) sulfate","S4L2",0.031,1.53011158785566e-06,17428.0333993135,131.77932022103,3328.09575,96.1854071312224,96.656933969137,0.0272197220344727,0.0571184197143806,1.23417942227234
"305","Cycloheximide","S4L2",0.2335,1.24583426882512e-05,72766.6637513836,50.2942035866301,16318.44475,21.3282746282915,73.4844367992462,0.105636967372891,0.316375196535864,2.69998213326883
"306","Dequalinium Chloride","S4L2",1.14,4.96717757398254e-05,22250.5949342189,3.88407125100254,145004.306,-23.8325381106338,-6.87691533676835,1.18465722279157,2.48863537369695,5.505427617769
"307","Diamide","S4L2",0.552,2.13986522644681e-05,66247.7271967282,10.3557669802709,52166.09275,46.652814750664,52.8337565716209,0.422438078194531,0.895300196983156,0.863762909243977
"308","DMSO control","S4L2",1.1635,5.92037667382726e-05,16944.6894685626,3.43615682472691,152233.765,-273.858914813482,0,1,2.95144470316446,1.47380387330187
"309","DTT","S4L2",0.4025,1.09340240652202e-05,71279.5470058721,17.6247377293441,25415.01025,72.7413016427883,76.452121007892,0.205949553271244,0.4361849332324,4.38155568502369
"310","EDTA","S4L2",1.006,4.22733773675275e-05,21774.1918297942,4.60196894213259,127321.92075,-166.947186958425,22.7873674843301,0.834582836127713,2.46846426345899,1.00698326023613
"311","ETOH control ","S4L2",1.365,5.11060246452982e-05,29217.6169799997,3.76808823090684,153339.47425,-162.7538093882,0,1,2.9795158602394,1.44921748333599
"312","Fluconazole","S4L2",1.054,2.17395322165559e-05,14862.7241677383,9.05483431769621,130687.67875,-37.280419317986,62.5307440106223,0.860162635638938,2.53371817491045,1.10265676307815
"313","Guanidine hydrochloride","S4L2",1.174,5.30788985635006e-05,23712.8130378112,3.62773401192942,148788.3895,-235.181703964402,5.07839094673781,0.978652273806199,2.88464720085026,1.47104525269491
"314","H2O control ","S4L2",1.0425,4.65174309351114e-05,22713.8027925,4.15396872201954,122496.57075,-15.9687056338203,0,1,2.10234652704052,1.21785929534655
"315","Hydroxyurea","S4L2",0.776,1.66014370864838e-05,41116.6825495,46.7253866977718,70911.2945,58.6123495670597,62.3260854661089,0.574118690039708,1.21701458912083,1.06245782210591
"316","Hygromycin B","S4L2",1.054,4.82704820593833e-05,21169.2204447615,4.02804001903863,141975.154,-20.3390903628334,-3.52627264611859,1.16052915848889,2.43664757397254,1.59221896111729
"317","Menadione ","S4L2",0.491,1.38053697200938e-05,86082.3065265945,14.3138787699749,38063.165,29.0218030233571,72.9274328457814,0.248233248065922,0.739599534712824,4.86632198815253
"318","methylmethane sulfonate","S4L2",1.16,5.16298565801145e-05,22220.0260280293,3.76074749661982,148105.98675,-28.7140652287471,-10.7791306149766,1.21057411701488,2.54186794757903,1.43702416051921
"319","Miconazole Nitrate","S4L2",1.159,5.80870883768067e-05,15324.2287536192,3.53621892973675,154539.2895,-266.807333750085,2.33939379214383,1.01658846791208,2.99614324999171,1.51846352234398
"320","Miltefosine","S4L2",1.213,5.46362732068761e-05,37274.2786865222,3.63378980895855,129875.88025,-245.016186231457,-1.42687616253302,0.851391696885709,2.51797936438532,1.62632622810716
"321","Myclobutanil","S4L2",1.174,2.60912125200512e-05,35249.9311944879,8.13739950920938,127803.5765,-34.1439786949121,48.7405273735584,0.833503301857393,2.48333173854657,1.75865523591186
"322","Nystatin ","S4L2",0.3375,1.2145248878669e-05,48124.7108740381,16.364394246223,33095.9495,23.3053939626522,77.4386733978111,0.215039210560042,0.641650456769388,14.1502545587067
"323","Pentamidine Isethionate","S4L2",1.0965,5.07600768034962e-05,21233.9420839717,3.80565008198971,146787.128,-26.5456902163437,-9.1369544791685,1.19945908130186,2.51923304363238,1.41924649248001
"324","Poly-L-lysine hydrochloride","S4L2",1.1575,5.09885006177745e-05,22348.8740208269,3.7803540666323,145393.233,-27.115154469749,-9.78597330263699,1.18798323845083,2.49531033057709,1.39857904631496
"325","Propiconazole","S4L2",0.687,1.52905640696038e-05,13495.5283435849,12.5928853865579,70775.55375,21.385903425921,70.0729325870814,0.461551389165853,1.3752289548844,5.70107699315296
"326","Sodium Fluoride","S4L2",1.0425,2.69594326477195e-05,15589.867542791,7.14251056791779,112647.052,32.7896995614531,41.8692615800437,0.918058406497753,1.93330423132317,1.81240463189617
"327","Sodium metasilicate","S4L2",1.9,4.57179566394466e-05,51648.4119775975,4.28717942638298,183953.72075,-13.975603319441,0.582166831707537,1.49645660431598,3.15710442820657,3.95711122537709
"328","Sodium Orthovanadate","S4L2",0.779,2.71920869791796e-05,91219.1310399788,10.3617276810075,48653.21225,32.2096885604765,43.3086846172942,0.398729957262478,0.835010410306958,9.7009228523136
"329","Sodium Selenate","S4L2",0.9525,2.731468786355e-05,19635.9534044042,7.28521248527793,115650.254,31.9040425782246,41.7045914942462,0.946201561851738,1.98484666435655,1.48223028632354
"330","Tamoxifen","S4L2",1.217,4.414104771562e-05,23280.7619766573,4.36639531604072,149526.76875,-10.0443439372604,4.9497916346365,1.22141063697243,2.5662521085812,1.12520594550231
"331","Tartaric acid","S4L2",1,4.53608093160449e-05,20545.6063832383,4.29560181947226,132732.63175,-13.0852292815185,2.77380991408148,1.08519110168342,2.27802285138305,1.11746676367611
"332","Thialysine","S4L2",1.144,2.78147166670143e-05,35174.9191607538,7.06984734915712,127606.16125,30.6574627058695,40.5097024853898,1.04335885233369,2.19003983777162,2.05454250445895
"333","Thiourea","S4L2",1.152,4.59505666878964e-05,20714.7945006304,4.26824105187766,144997.28975,-14.5555039221586,1.6658499094934,1.18474482535414,2.48851495735606,1.61144006437459
"334","Triclosan","S4L2",1.19,6.60918893358986e-05,16418.3167472672,3.21594822903042,149982.9745,-317.355911395389,-9.57638491500171,0.986690609564514,2.90780731628674,1.12737162730284
"335","Trifluoperazine","S4L2",1.186,5.51447041491939e-05,22018.4505145342,3.50276047003299,154067.37975,-37.4766369119277,-18.5694328027237,1.25858676095136,2.64418031267741,1.49849974860567
"336","Urea hydrogen peroxide","S4L2",1.139,4.92804463654406e-05,23029.2228308979,3.94371316649009,142641.80575,-22.8569476682638,-5.70687991579888,1.16610663087434,2.44808897990559,1.87722131710041
